,destination,lines,origin,route,transfers,transferstations
a4620d8a-7e25-11e9-9e7e-7831c1d08f6a,Station Bijlmer ArenA,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",0,[]
a464d8f8-7e25-11e9-85cc-7831c1d08f6a,Station Zuid,['metro51'],Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid']",0,[]
a469b4ae-7e25-11e9-8b20-7831c1d08f6a,Bullewijk,"['metro51', 'metro54']",Station Zuid,"['Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']",1,['Spaklerweg']
a46ed0ba-7e25-11e9-9381-7831c1d08f6a,Station Bijlmer ArenA,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Centraal Station']
a471593e-7e25-11e9-9a7b-7831c1d08f6a,Amstelstation,['metro54'],Station Duivendrecht,"['Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation']",0,[]
a472d75a-7e25-11e9-a32d-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Amstelstation,"['Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
a4794158-7e25-11e9-80e6-7831c1d08f6a,Station Bijlmer ArenA,"['tram12', 'metro54']",Leidseplein,"['Leidseplein', 'Rijksmuseum', 'Van Baerlestraat', 'Museumplein', 'Roelof Hartplein', 'De Pijp', 'Cornelis Troostplein', 'Scheldestraat', 'Maasstraat', 'Waalstraat', 'Victorieplein', 'Amsteldijk', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Amstelstation']
a47d39f4-7e25-11e9-971c-7831c1d08f6a,Wibautstraat,['metro54'],Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat']",0,[]
a47e314a-7e25-11e9-9ab6-7831c1d08f6a,Station Zuid,['metro52'],De Pijp,"['De Pijp', 'Europaplein', 'Station Zuid']",0,[]
a4834a40-7e25-11e9-b0d0-7831c1d08f6a,Noorderpark,['metro52'],Rokin,"['Rokin', 'Centraal Station', 'Noorderpark']",0,[]
a485a634-7e25-11e9-b55c-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
a487573e-7e25-11e9-8c64-7831c1d08f6a,Spaklerweg,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg']",1,['Centraal Station']
a48a48b8-7e25-11e9-9302-7831c1d08f6a,Weesperplein,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein']",1,['Centraal Station']
a48dd398-7e25-11e9-ab42-7831c1d08f6a,Station Sloterdijk,"['metro52', 'metro51']",Noorderpark,"['Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']",1,['Station Zuid']
a49105b8-7e25-11e9-8124-7831c1d08f6a,Station Sloterdijk,"['metro54', 'metro51']",Amstelstation,"['Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']",1,['Spaklerweg']
a492c150-7e25-11e9-8d9e-7831c1d08f6a,Station Zuid,['metro51'],Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid']",0,[]
a49488b4-7e25-11e9-96db-7831c1d08f6a,Station Zuid,"['metro53', 'metro50', 'metro51']",Kraaienneststation,"['Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid']",2,"['Van der Madeweg', 'Overamstel']"
a495a2ee-7e25-11e9-b6bf-7831c1d08f6a,Dam,"['metro54', 'tram24']",Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Dam']",1,['Centraal Station']
a496b864-7e25-11e9-aa98-7831c1d08f6a,Rokin,"['metro54', 'metro52']",Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Rokin']",1,['Centraal Station']
a49abdb0-7e25-11e9-8610-7831c1d08f6a,De Boelelaan/VU,"['metro54', 'metro51', 'tram24']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'VU medisch centrum', 'De Boelelaan/VU']",2,"['Spaklerweg', 'Amstelveenseweg']"
a49ef7b8-7e25-11e9-806e-7831c1d08f6a,Station Sloterdijk,"['metro54', 'metro51']",Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']",1,['Spaklerweg']
a49fca1c-7e25-11e9-9b1e-7831c1d08f6a,Dam,"['metro54', 'tram24']",Spaklerweg,"['Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Dam']",1,['Centraal Station']
a4a19900-7e25-11e9-9c9f-7831c1d08f6a,Weesperplein,['metro54'],Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein']",0,[]
a4a5a810-7e25-11e9-9800-7831c1d08f6a,Henk Sneevlietweg,"['metro54', 'metro51']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']",1,['Spaklerweg']
a4a67d80-7e25-11e9-a24c-7831c1d08f6a,Centraal Station,['metro54'],Wibautstraat,"['Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
a4a913e2-7e25-11e9-9ecb-7831c1d08f6a,Weesperplein,['metro54'],Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']",0,[]
a4adff74-7e25-11e9-8097-7831c1d08f6a,De Boelelaan/VU,"['metro54', 'metro51', 'tram24']",Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'VU medisch centrum', 'De Boelelaan/VU']",2,"['Spaklerweg', 'Amstelveenseweg']"
a4af1274-7e25-11e9-b68a-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
a4b33e26-7e25-11e9-97c8-7831c1d08f6a,Bullewijk,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']",1,['Centraal Station']
a4b525d8-7e25-11e9-864a-7831c1d08f6a,Station Zuid,['metro52'],Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']",0,[]
a4b8640a-7e25-11e9-8e2a-7831c1d08f6a,Amstelveenseweg,"['metro54', 'metro51']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg']",1,['Spaklerweg']
a4bd94ac-7e25-11e9-99fb-7831c1d08f6a,Jan v.Galenstraat,"['metro52', 'metro51']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat']",1,['Station Zuid']
a4bf2ee8-7e25-11e9-af11-7831c1d08f6a,Amstelstation,"['metro51', 'metro54']",Station Lelylaan,"['Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation']",1,['Spaklerweg']
a4c3304c-7e25-11e9-a3a3-7831c1d08f6a,Waterlooplein,['metro54'],Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein']",0,[]
a4d4acb4-7e25-11e9-b2b2-7831c1d08f6a,Weesperplein,"['metro53', 'metro54']",Kraaienneststation,"['Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']",1,['Van der Madeweg']
a4d67b98-7e25-11e9-9b75-7831c1d08f6a,Amstelstation,"['metro51', 'metro54']",Station Lelylaan,"['Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation']",1,['Spaklerweg']
a4d91f1a-7e25-11e9-a1fb-7831c1d08f6a,Koningsplein,"['metro54', 'tram12']",Weesperplein,"['Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Nieuwezijds Kolk', 'Dam', 'Spui', 'Koningsplein']",1,['Centraal Station']
a4da0150-7e25-11e9-8324-7831c1d08f6a,Amstelstation,"['metro52', 'tram12']",Vijzelgracht,"['Vijzelgracht', 'De Pijp', 'Cornelis Troostplein', 'Scheldestraat', 'Maasstraat', 'Waalstraat', 'Victorieplein', 'Amsteldijk', 'Amstelstation']",1,['De Pijp']
a4de217a-7e25-11e9-8cc4-7831c1d08f6a,Gein,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht', 'Reigersbos', 'Gein']",1,['Spaklerweg']
a4def234-7e25-11e9-8017-7831c1d08f6a,Rokin,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin']",0,[]
a4e03cbe-7e25-11e9-b374-7831c1d08f6a,De Pijp,"['metro51', 'metro52']",Spaklerweg,"['Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp']",1,['Station Zuid']
a4e19c30-7e25-11e9-9010-7831c1d08f6a,Station Zuid,['metro51'],Amstelveenseweg,"['Amstelveenseweg', 'Station Zuid']",0,[]
a4e2a968-7e25-11e9-9632-7831c1d08f6a,Centraal Station,['metro54'],Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
a4e380cc-7e25-11e9-a9a8-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Henk Sneevlietweg,"['Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
a4e7ac68-7e25-11e9-a4f7-7831c1d08f6a,Station Bijlmer ArenA,"['tram12', 'metro54']",Leidseplein,"['Leidseplein', 'Rijksmuseum', 'Van Baerlestraat', 'Museumplein', 'Roelof Hartplein', 'De Pijp', 'Cornelis Troostplein', 'Scheldestraat', 'Maasstraat', 'Waalstraat', 'Victorieplein', 'Amsteldijk', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Amstelstation']
a4e878a2-7e25-11e9-9139-7831c1d08f6a,Centraal Station,['metro54'],Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
a4eb6ee2-7e25-11e9-adc1-7831c1d08f6a,Strandvliet,"['metro52', 'metro54']",Noorderpark,"['Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet']",1,['Centraal Station']
a4ed9bac-7e25-11e9-9280-7831c1d08f6a,Wibautstraat,"['metro53', 'metro54']",Station Diemen-Zuid,"['Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat']",1,['Van der Madeweg']
a4ee647e-7e25-11e9-b292-7831c1d08f6a,Rokin,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin']",0,[]
a4f1fbb6-7e25-11e9-aa65-7831c1d08f6a,Gein,"['metro51', 'metro54']",Henk Sneevlietweg,"['Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht', 'Reigersbos', 'Gein']",1,['Spaklerweg']
a4f59a78-7e25-11e9-89e0-7831c1d08f6a,Station Bijlmer ArenA,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Spaklerweg']
a4f76c86-7e25-11e9-b99d-7831c1d08f6a,Weesperplein,['metro54'],Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein']",0,[]
a4f86424-7e25-11e9-9acf-7831c1d08f6a,Centraal Station,['metro52'],Rokin,"['Rokin', 'Centraal Station']",0,[]
a4fa8d26-7e25-11e9-ad69-7831c1d08f6a,Waterlooplein,['metro54'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein']",0,[]
a4fc384c-7e25-11e9-b63e-7831c1d08f6a,Amstelstation,['metro54'],Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation']",0,[]
a4fec2f6-7e25-11e9-bc3f-7831c1d08f6a,Weesperplein,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein']",0,[]
a4fed1d8-7e25-11e9-856b-7831c1d08f6a,Centraal Station,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station']",0,[]
a5013838-7e25-11e9-b354-7831c1d08f6a,Weesperplein,['metro54'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']",0,[]
a5014d28-7e25-11e9-b5bf-7831c1d08f6a,Station Holendrecht,['metro54'],Reigersbos,"['Reigersbos', 'Station Holendrecht']",0,[]
a5023440-7e25-11e9-9484-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Jan v.Galenstraat,"['Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
a503017a-7e25-11e9-a540-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Amstelveenseweg,"['Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
a506bac6-7e25-11e9-9e29-7831c1d08f6a,Station Bijlmer ArenA,['metro54'],Station Duivendrecht,"['Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",0,[]
a5090efa-7e25-11e9-a607-7831c1d08f6a,Weesperplein,"['metro53', 'metro54']",Station Diemen-Zuid,"['Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']",1,['Van der Madeweg']
a50dbd42-7e25-11e9-9fef-7831c1d08f6a,Station Bijlmer ArenA,"['metro53', 'metro54']",Kraaienneststation,"['Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Van der Madeweg']
a513a6a8-7e25-11e9-94ca-7831c1d08f6a,Noord,"['metro54', 'metro52']",Spaklerweg,"['Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Noorderpark', 'Noord']",1,['Centraal Station']
a5196188-7e25-11e9-9b3e-7831c1d08f6a,Bullewijk,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']",0,[]
a51fa958-7e25-11e9-b29f-7831c1d08f6a,Station Bijlmer ArenA,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Spaklerweg']
a523149e-7e25-11e9-aa66-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Station Duivendrecht,"['Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
a5253b28-7e25-11e9-9311-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
a52887c6-7e25-11e9-97ad-7831c1d08f6a,Waterlooplein,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein']",1,['Spaklerweg']
a52dacba-7e25-11e9-a07f-7831c1d08f6a,Europaplein,"['metro54', 'metro51', 'metro52']",Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Europaplein']",2,"['Spaklerweg', 'Station Zuid']"
a5305c26-7e25-11e9-97f3-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
a5373df4-7e25-11e9-a104-7831c1d08f6a,Station Lelylaan,['metro51'],Postjesweg,"['Postjesweg', 'Station Lelylaan']",0,[]
a53c5652-7e25-11e9-8128-7831c1d08f6a,Station Bijlmer ArenA,"['metro51', 'metro54']",Station Zuid,"['Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Spaklerweg']
a53eb802-7e25-11e9-bbe5-7831c1d08f6a,Leidseplein,['tram12'],Amstelstation,"['Amstelstation', 'Amsteldijk', 'Victorieplein', 'Waalstraat', 'Maasstraat', 'Scheldestraat', 'Cornelis Troostplein', 'De Pijp', 'Roelof Hartplein', 'Museumplein', 'Van Baerlestraat', 'Rijksmuseum', 'Leidseplein']",0,[]
a540e1e2-7e25-11e9-ac7d-7831c1d08f6a,Weesperplein,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']",1,['Spaklerweg']
a543a308-7e25-11e9-83ba-7831c1d08f6a,Weesperplein,['metro54'],Bullewijk,"['Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']",0,[]
a5447e36-7e25-11e9-aefb-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Henk Sneevlietweg,"['Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
a547a642-7e25-11e9-8f2f-7831c1d08f6a,Station Bijlmer ArenA,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Centraal Station']
a549549c-7e25-11e9-952b-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
a54d6dde-7e25-11e9-b98d-7831c1d08f6a,Heemstedestraat,"['tram12', 'metro52', 'metro51']",Leidseplein,"['Leidseplein', 'Rijksmuseum', 'Van Baerlestraat', 'Museumplein', 'Roelof Hartplein', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat']",2,"['De Pijp', 'Station Zuid']"
a54e4706-7e25-11e9-ac42-7831c1d08f6a,Centraal Station,['metro54'],Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
a54fbc2e-7e25-11e9-961e-7831c1d08f6a,Amstelstation,['metro54'],Wibautstraat,"['Wibautstraat', 'Amstelstation']",0,[]
a550d1ae-7e25-11e9-8526-7831c1d08f6a,Rokin,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin']",0,[]
a5551e9e-7e25-11e9-9e9c-7831c1d08f6a,Station Holendrecht,['metro54'],Waterlooplein,"['Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht']",0,[]
a558b70c-7e25-11e9-b51d-7831c1d08f6a,Station Sloterdijk,"['metro54', 'metro51']",Amstelstation,"['Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']",1,['Spaklerweg']
